tweet_id,user,created_on,tweet_text,fav_count,user_description,user_verified,user_follower_count,is_retweet,hashtags,is_quote,quote_text
1387490680600211456,SkatingTomato,2021-04-28 19:35:31,"🚨🚨🚨
*Walk-up vaccination clinic: Thursday 10 a.m. to 2 p.m.
*At Douglass Homes at the Pleasant View Gardens Community Center, 201 N. Aisquith Street
*Moderna vaccines
*NO COST
*Open to Baltimore City residents 18 and over.
*To register, call 443-826-7455 or 443-468-2358",0,Just your friendly neighborhood geek & “propogandist.” Baltimore/Maryland correspondent for @ggwash. He/him. IC via UMD. Tranist. #ActuallyAutistic,False,1140,1,[],0,None
1387490680591769601,chilternbear1,2021-04-28 19:35:31,Britain fallen out of the top 10 of covid deaths worldwide per one million of the population. Hungary has dubious honour of 1st place with Belgium &amp; Italy also in top 10,0,I am a neglected pooch. Pops is something in MI6. He leaves me alone for long periods. Every dog and dog owner please follow me (except @garylineker) woof!,False,3033,1,[],0,None
1387490680541302790,smolbezaarhuman,2021-04-28 19:35:31,@ExtrovertWrites You're literally Covid positive¿?,0,mujhe maaf kardo mujhe chutti dedo,False,518,1,[],0,None
1387490680461737989,kcvaccinewatch,2021-04-28 19:35:31,"KS: Vaccine appointments available at Rapid Test KC - Overland Park from Apr 28 to May 7. Sign up here:
https://t.co/9qS2ZnaWUH",0,"Notifying you when COVID-19 vaccine appointments are available in the KC area. 
Created by @pcarn9. 
If you want to support this bot: https://t.co/CMGLqKWz8t",False,23305,1,[],0,None
1387490680386293761,jullanar1013,2021-04-28 19:35:31,The CDC &amp; Joe Biden don’t get to tell me how to live my life. I’m a grown man and a free man! I’m not taking the vaccine and I’m going outside without a mask. My body My Choice.,0,"Retired RN; Wife, mom & grandma; independent, free thinking & ""Let Freedom Ring""",False,329,1,[],0,None
1387490680377946128,luxurybae,2021-04-28 19:35:31,"whoever doesn't like Louis Tomlinson should get a covid test, because they lost their taste in music.",0,A Sagittarius. (she/her),False,1465,1,[],0,None
1387490680189116417,Kingwolf84,2021-04-28 19:35:31,"Dear Tory voters, how many babies, kittens and puppies would Boris Johnson have to dropkick into a volcano before you accept that he's a nasty piece of work?

Remember what happened with Trump - the more the right clung to him, the more it was damaged by his lying toxicity",0,"Environmental Professional with a special interest in sustainable infrastructure.

Wolves fan #WolvesAyWe

The views expressed are entirely my own.

🐟 🇪🇺🍉",False,1141,1,[],0,None
1387490680025538566,WadeDianne,2021-04-28 19:35:31,"Excellent Q from @bbclaurak ""If a serving govt minister is found to have broken the rules on party funding or even law should they resign?""
@MattHancock says 'this is a coronavirus press conference'.
No it isn't. It's a press conference. Media decide the Qs, not the govt.",0,"Proud to be a Yorkshire Lass, a mum, nana & friend. All views expressed are my own. 💙",False,162,1,[],0,None
1387490679765442566,mbangtanbear,2021-04-28 19:35:31,I AM NOW A PFIZER PRINCESS,0,she/her ~ 17 ~ army since bwl 🌸,False,13,1,[],0,None
1387490679228669959,Ansolt2,2021-04-28 19:35:30,"This is amazing journalism.

How Pfizer Makes Its Covid-19 Vaccine https://t.co/M8Tu2VNBKv",0,"IT storage and security professional, interest in travel, IT trends, climbing, skiing, cycling. Family with 3 ex-teenagers. #CHbeatsCOVID #NoCovid",False,132,1,[],0,None
1387490679199313920,GordonSnell10,2021-04-28 19:35:30,I got my second shot on 4/26. I've experienced side effects the past couple of days but totally worth it! Don't skip that second jab. 💉💉 #Moderna #GetVaccinated #Science https://t.co/pkEkDSSSQA,0,"Hello, I am a bit of a cross dresser & like to dress like a woman & enjoy doing so ☺☺ Also do not ask for money or a damn gift card, thanks ☺☺",False,283,1,[],0,None
1387490678779924480,paula_span,2021-04-28 19:35:30,"infrastructure previously supported by Gates helped make it possible for example to develop and scale our low cost recombinant protein COVID19 vaccine now being produced in India, now supported by Texas-based and other philanthropies for work done in US and @CEPIvaccines in India",0,"Veteran journalist, chronicler of aging and grandparenting, NYT columnist, Columbia J-School prof. https://t.co/WRtwFdNQY0",False,8010,1,[],0,None
1387490678779772929,AMITCHORDIYA,2021-04-28 19:35:30,"Helping the COVID hit patients under the ""SEWA MEAL"" initiative by @AmritaDhawan1, President, @DelhiPMC providing day &amp; night meals to the needy. Distributed 100 thalis today with the aim to serve and aid the affected. @RahulGandhi @priyankagandhi
@kcvenugopalmp @Ch_AnilKumarINC https://t.co/SadgX4dqaT",0,"Want 2 C the Real freedom in India...Nation_1st

                           *Likes and Retweets not endorsements",False,161,1,[],0,None
1387490678486102018,RajBCG,2021-04-28 19:35:30,@RajeevS79132219 Problem is this corruption chain. They will send this extra money as cost of vaccine but they will ask vaccine maker for political chanda of about 3-500 crores. Not just bjp all of them. This is going to be a biggest hawala kand,0,"Pro Hinduism , Pro Humanity believer.",False,1881,1,[],0,None
1387490678142234629,abhig12,2021-04-28 19:35:30,"Despite the 1800% increase in Uttarkhand’s active COVID-19 cases in the period coinciding with the Kumbh Mela, the state government has given its green signal to hold the annual Char Dham yatra from May 14.

https://t.co/tfygKvYmhQ",0,"Assistant Director at E&Y, Software Architect, IT Professional . An atheist whose culture is Hindu and philosophy is Indian. RTs not endorsements .",False,115,1,[],0,None
1387490677995581442,skunkapezrkewl,2021-04-28 19:35:30,"JUST IN - Vaccine passports are officially outlawed in Florida now, the bill passed 76-40.",0,Hung and Dumb,False,27,1,[],0,None
1387490677714407427,mastmishal,2021-04-28 19:35:30,"manifesting:

                    🕯        🕯
        🕯                              🕯
                             
     🕯️         Covid free           🕯
                      World
       🕯                                 🕯
                 🕯          🕯",0,An INCEPTIONIST! YES I am ! Whoever you are i'll search you and when i DO i'll FOLLOW you ;),False,270,1,[],0,None
1387490677680902148,RajeshThind,2021-04-28 19:35:30,"Many of us are extremely anxious about loved ones in India, terrified after seeing apocalyptic scenes of people dying on the streets for want of oxygen.

India is registering highest ever Covid cases globally, so we must take the lead and help Indian people in their hour of need. https://t.co/ybagKTwIZw",0,"Director, Writer, Producer of Films, TV, Stage & Prose. Member of BAFTA, BECTU, WGGB, DirectorsUK, DAE. Learning to Dad. Founder @PinduGlobal StudioPindu@pm.me",False,6303,1,[],0,None
1387490677618057217,SenecaCountyDOH,2021-04-28 19:35:30,"Before there was a vaccine, mumps was the leading cause of viral encephalitis and sudden hearing loss in the US. #NIIW is a great time to learn more about protecting your child from mumps and other vaccine-preventable diseases: https://t.co/xQPdWHiwwO https://t.co/AVfrwYVCHD",0,,False,280,1,['NIIW'],0,None
1387490677475332096,dhillonsalempur,2021-04-28 19:35:30,"To my sisters and brothers in Assam who are now dealing with the double blow of an earthquake and the rampaging second wave of COVID, I send you my love and prayers.",0,General Secretary @IYCKurukshetra Proud to be Sikh.. @teamdeepender,False,89,1,[],0,None
1387490677420875777,Cat_Von_Bee,2021-04-28 19:35:30,"Ian Blackford didn’t call Johnson a liar, he asked him if he was a liar.  Still the Speaker tells Blackford off, while he allows the PM to lie his arse off every week.  #PMQs",0,Applause 👏,False,333,1,[],0,None
1387490677148241921,gd28x,2021-04-28 19:35:30,"If you’re voting in person on 6 May, don’t forget to:

🗳️Only vote at the polling station if you are feeling well
🗳️Wear a face covering
🗳️Bring your own pen or pencil

Learn more at https://t.co/yZOTISxrEf https://t.co/RLVSA1LIfH",0,,False,182,1,[],0,None
1387490677089607681,Winitri,2021-04-28 19:35:30,"JUST IN - Vaccine passports are officially outlawed in Florida now, the bill passed 76-40.",0,« Que nul n’entre ici s’il n’est géomètre »,False,864,1,[],0,None
1387490676854513670,alam_zeeshan,2021-04-28 19:35:30,"Wipro Chairman Azim Premji Donated Rs 22 Crore Per Day to Tackle Covid Pandemic. Immense respect for Premji and his foundation. Truly Inspiring. 

https://t.co/s2G7LpAkfc",0,Against Islamophobia🧔🏻| Fact Checker 📚| Indian Muslim 🕌🕋🇮🇳 | An Engineer ⚙️,False,30,1,[],0,None
1387490676653236224,sanjogkawade,2021-04-28 19:35:30,"Pune district admn distributes almost Rs 8 crore in Covid relief to commercial sex workers
https://t.co/MYlsaclB1t",0,"Engineer,self-taught artist!
MI fan,hardcore sachinist!

Retweets are not Endorsements!",False,138,1,[],0,None
1387490676376444928,TheChunder,2021-04-28 19:35:30,"did he vote to impeach trump either the first time or the second time

did he vote for the covid relief bill

is he demanding an investigation into january 6th https://t.co/hj2awOVecf",0,,False,57,1,[],0,None
1387490676321964035,cin_balbuena,2021-04-28 19:35:30,"Tweets including 💉 saw a sharp increase in January 2021

'Covid' and 'vaccine' are now two of the main word associations used alongside this emoji, as opposed to 'tattoo' and 'blood' which were more common in an earlier sample https://t.co/oj5ucmyac7 https://t.co/uzZB4gqfSQ",0,Product Designer. Side-part skinny-jeans millennial,False,12,1,[],0,None
1387490676250644480,DavidTheSoxFan,2021-04-28 19:35:30,"The sheer piggy, contemptuous greed of Johnson, his girlfriend and his party.... is brought into sharp focus again by the govt decision to cut foreign aid water, sanitation and hygiene funding by 80%. Now. In a pandemic.
How revolting, how irresponsible and small they all are.",0,"Runner 🏃‍♂️ Photographer 📸 Astronomer 🔭 Parent 👨‍👩‍👧 and other stuff.
My photography exploits on Instagram : https://t.co/2yUXCgDmCe",False,109,1,[],0,None
1387490675881558021,Carlabela1,2021-04-28 19:35:30,@ModerateUK I so agree. That is what depresses me the most the damage all round has now been well and truly done by I do attribute a lot of this to Johnson as he was very popular and had he not lied and been so deceitful. I honestly believe and a lot of Brexiters refuse to admit this Cont,0,Trained/Worked for the BBC Studied History of Art Loved DramaSchoolBroughtUpSurroundedByMusicNowEnjoyingSupportingTheArts.(Not here for romance) Please no lists,False,5066,1,[],0,None
1387490675860574213,MelviaWalton,2021-04-28 19:35:30,"Remember: If you received either the Pfizer or Moderna COVID-19 vaccine, you need two doses to receive the full scope of protection. Don’t skip your second shot.",0,,False,181,1,[],0,None
1387490675810209794,brightblueorb,2021-04-28 19:35:30,"@SkyOyster @_chismosa_ @amateurlawprof Please read before sharing misinformation. I know info is constantly changing but, like any other vaccine, the transmission rate for vaccinated folks is nearly zero",0,mom. adhd. protect children. fuck every cop who ever did their job. fat cat respecter. she/they. IG:brightblueorb,False,1130,1,[],0,None
1387490675793485827,Marhta89275845,2021-04-28 19:35:30,"JUST IN - Vaccine passports are officially outlawed in Florida now, the bill passed 76-40.",0,la paz,False,2846,1,[],0,None
1387490675508367366,munozita31,2021-04-28 19:35:30,@GovernorVA Sr. It will be amazing if the vaccine finder contains actual information about the vaccine. It has been a week since I started to look for it and the information in the website is not correct. This needs to be addressed to avoid confusion and delays. Thank you 🙏🏼,0,,False,7,1,[],0,None
1387490675273388037,Graeme_Berry,2021-04-28 19:35:29,"You see the journalists pressing Johnson?
Good...BUT they could have done the same on ANY day in the last two years with equally damning material 
ASK yourself - WHY didn’t they?",0,🏴󠁧󠁢󠁳󠁣󠁴󠁿,False,3068,1,[],0,None
1387490675218911232,Thee_Adriana,2021-04-28 19:35:29,"If you are a non-Asian person that enjoys Asian things like kpop, anime, asian cuisine, etc; please don't ignore the rise in Asian hate crime that's been increasing since the beginning of covid. Don't enjoy parts of our culture and choose to ignore the xenophobia and racism.",0,"Digital Artist.
Any pronouns!",False,9,1,[],0,None
1387490675214663686,dahrlenetough,2021-04-28 19:35:29,We have worked with @alzscot and @ihubscot @SPSP_PC GP Faculty to update ‘A guide to making general practice dementia friendly’. The update includes changes necessitated by COVID-19 such as the use of technology for appointments: https://t.co/8QcAQF6oeR https://t.co/oSwroM62WW,0,"Consultant Paramedic FCPara, NIA @6EAScot, Honorary Lecturer, Scottish Quality & Safety Fellow, #DTF cohort 11, Q member #pushingtheboundaries",False,1947,1,[],0,None
1387490674723807233,AggyAbhishek,2021-04-28 19:35:29,"Hell on Earth: As thousands die each day of #COVID19 in India, chief minister threatens hospitals that acknowledge oxygen shortage. https://t.co/brz6zFPMPS",0,Building @SHEROES. Occasional Angel investor. Side hustles: @turtlemoneycirc & @d2cinsider. My Personal Finance course: https://t.co/gB2928yr0U 💍 @cluelessforam,False,8452,1,['COVID19'],0,None
1387490674656829442,IndyPoliticsOrg,2021-04-28 19:35:29,Hoosiers could see herd immunity later this year.  https://t.co/JKas800tpC https://t.co/RlflIjBoae,0,Soon to be the new home for the Indianapolis-area political news that's fit to print and some that isn't.,False,7291,1,[],0,None
1387490674497441794,ROWPublicHealth,2021-04-28 19:35:29,"@misscassielynnn @VaxHuntersCan We are opening pre-registration to priority groups in stages, so the wait time from pre-registration to booking an appointment (and getting a vaccine) may be shorter for you.",0,Official account of Region of Waterloo Public Health and Emergency Services. Account not monitored 24/7. Need health info? Call 519-575-4400,True,12345,1,[],0,None
1387490674048593921,YananNara1,2021-04-28 19:35:29,Should i put covid vaccine if im obese? #SputnikV,0,Football... forex trading...finance...troll .,False,0,1,['SputnikV'],0,None
1387490673943670785,ppkundu,2021-04-28 19:35:29,"@smitabarooah Thos is how they created the vaccine fever...

#INC murderers https://t.co/kVEhLWdF7Q",0,Hobby Flying | Motor Rally | Foodpreneur | Business Consultant | Food Startup,False,167,1,['INC'],0,None
1387490673893380098,bhagwanparge,2021-04-28 19:35:29,"In addition to high risk of failure, the cost of vaccine development is not cheap. BB received support from ICMR funds. Even US spent $10 billion across 6 companies but could get only 2 candidates to production by end 2020. India had one bet and BB succeeded. 

15/ https://t.co/FCmRlOxk4R",0,"Sr. Software Engg. Reading P vs NP, Integer factorization.

My P = NP Paper https://t.co/e4GZZDdLVU",False,344,1,[],0,None
1387490673855762432,bidatzi,2021-04-28 19:35:29,"I used to assembly 10 µl transcription reaction, Pfizer does 16 liter per bag! This is how Pfizer makes its Covid-19 vaccine:
https://t.co/7i0MBYgZn8",0,"I’m an industrial engineer working in healthcare IT. Interested in finance, tech, politics and assorted nerdery.",False,3091,1,[],0,None
1387490673775939584,SwarajInc,2021-04-28 19:35:29,Justic Virendra Kumar Srivastava (59) of Lucknow bench of Allahabad High Court dies of COVID-19,0,"""Change begins from us""
I Am  because i think I am.",False,261,1,[],0,None
1387490673738268672,navni_kaur,2021-04-28 19:35:29,Canada To Provide $10 Million To India For Fight Against Covid. But Via Red Cross and not PM Care Fund. They know Chowkidar Chor hai,0,,False,98,1,[],0,None
1387490673675341826,Scrappycatz,2021-04-28 19:35:29,@WMCActionNews5 That’s crazy! I would be lying and getting the vaccine.,0,,False,172,1,[],0,None
1387490673553780748,n3sgd1959,2021-04-28 19:35:29,"In response to school closures and the many challenges facing schools and policymakers, the eSchool+ Initiative was created to help inform future decisions about schooling in the pandemic.
https://t.co/zgDrqQ2NG5",0,"RN, ARNP (Ret); LTC (Ret) Army Mil Intel/ASA; Army MPC; Army NC. Dipl. Nurs NYU-Bellevue; BSN, MS Johns Hopkins; MSW UMd. FRI Inc Bd of Dir.  Ham Station W4NED",False,2925,1,[],0,None
1387490673553596422,folklorefandom,2021-04-28 19:35:29,What vaccine did you get? (Or if you haven’t got one yet which one are you on a wait list for?),0,22. SWIFTIE 4 life. Bisexual. Canadian. Poet. She/They ☀️🌿 my backup: @evermorefandom,False,862,1,[],0,None
1387490673356595204,BarryDeCicco,2021-04-28 19:35:29,@meganranney Remember when the right was demanding that we credit Trump's Warp Speed project for delivering a vaccine?  That was less than 100 days ago.,0,Statistician - I help people with data,False,15,1,[],0,None
1387490673331421184,jude2719,2021-04-28 19:35:29,Primal rage at PMQs as Boris the joker is unmasked | John Crace https://t.co/9AfLOrnDQo,0,"Love all, trust a few, and do wrong to none.",False,220,1,[],0,None
1387490673230852105,piratepenisarrr,2021-04-28 19:35:29,@broderick I remember Gawker once had a piece about how a Dakota Johnson skit on SNL had led to condemnation and it was this controversial thing. I looked and looked and there were like 2 tweets with 12 followers saying it was in poor taste. this strikes me as kind of similar,0,"living with the living, dying with the dead",False,75,1,[],0,None
1387490673188818945,noeleeanwest13,2021-04-28 19:35:29,"They say Boris Johnson was furious and rattled at #PMQs ,why even make him sound powerful? I think he was more upset and emotional tbh.",0,"I like bridges. It doesn’t matter what you do, I know, you’ll never burn the action 2 Timothy 4:7-8",False,5,1,['PMQs'],0,None
1387490673058848773,Keanco,2021-04-28 19:35:29,"1/ Today (April 28, 2021), Ford govt issued an “emergency order” empowering hospitals to move patients to LTC without consent. This is a repeat of govt errors from March 2020 wherein Covid+ patients were moved from hospitals to LTC homes and led to mass LTC Covid outbreaks/deaths",0,On the hunt for freedom and truth.,False,54,1,[],0,None
1387490672991735808,Michellebudd,2021-04-28 19:35:29,@GVDBossche How long do you think it will be before these vaccine resistant variants occur?,0,"Vegan, GC radical feminist, they call it radical, shouldn’t be radical to believe in actual liberation of females, but that’s our reality, we have work to do!",False,585,1,[],0,None
1387490672878489600,PeterJa27056176,2021-04-28 19:35:29,"In order to stop the proliferation of life-threatening anti-vaccine disinformation, @Facebook, @Instagram &amp; @Twitter must uphold their commitment &amp; remove the remaining Disinformation Dozen accounts. Read our new report with @CCDHate: https://t.co/n0r9yGEELk #StopAntiVaxxers https://t.co/u7rKV4ZzmH https://t.co/NgTdmbtOfB",0,If you don't know me you don't need to know.,False,70,1,[],0,None
1387490672811388931,JB23NC,2021-04-28 19:35:29,"Krystal Ball: Bill Gates is LYING TO YOU On Vaccine Patent Protection
https://t.co/fbA892ahtt",0,Hip-Hop Enthusiast. Psychedelic Philosopher. MMA Aficionado. Comedy Connoisseur. Mind-Expanding Martian. Platoon Goon.,False,234,1,[],0,None
1387490672752697345,GameMasterPOW,2021-04-28 19:35:29,"#GetVaccinated 

🎉 Yeah!! 🎉

I just got my 2nd #Moderna shot 🎉, fingers crossed 🤞 for superpowers.
I’m hoping it’ll be exploding farts 😳 
 
#IGotMyShots 
#VaccinesWork https://t.co/lVaQH4t3NG",0,God Loving. Abolish Primaries. #BLM #M4A #VapingSavesLives #WeVapeWeVote #Ex-Republican,False,2499,1,"['GetVaccinated', 'Moderna']",0,None
1387490672735932424,AllyLee44,2021-04-28 19:35:29,"The NHS app will be used to show proof of vaccination and testing when travelling abroad, Transport Secretary Grant Shapps said.

Get the latest on #COVID19 travel rules: https://t.co/uWqVaPBWyw https://t.co/oMsMwA7JIi",0,"🌻Landscape Designer, Mom, Wife, Fed Up. Enough BS. 🍁Proud Canadian! 
I RT A LOT so get over it.
#TrudeauMustGo 👊
#TrudeauVaccineFailure😒",False,1069,1,[],0,None
1387490672656015364,manishification,2021-04-28 19:35:29,"ICU Bed needed for a frnds brother. Covid +ve since 6 days. No #icubeds in delhi. 
Doc says lung filled with water. 
Spo2- 87 and dropping. 
Attendant - 8826979728(Ajay )
#urgent 
#DelhiCovid #kamlanagar #covid #ICUBed #required 
@srinivasiycs @SonuSood @TeamSOSIndia",0,"Transforming people to become POWERFUL PERSONALITIES.
🤴🏻Entrepreneur 
🕺🏻Personality Coach
👫Co-founder  - ELAN International",False,23,1,"['icubeds', 'urgent', 'DelhiCovid', 'kamlanagar', 'covid', 'ICUBed', 'required']",0,None
1387490672329084932,Sameer49181572,2021-04-28 19:35:29,"Maharashtra won the first battle against Covid in November 2019 by not letting Devendra Fadnavis become CM. Else now there would have been more cases, more deaths, bodies piling up in crematoriums, State records showing negligible deaths and a Corona Music Video",0,,False,62,1,[],0,None
1387490672270249987,KevinMcLellan10,2021-04-28 19:35:29,@BorisJohnson Too bad we can't vote in Vaccine as PM,0,,False,1,1,[],0,None
